text,cefr_level
Can't fault the baker for this.,A2
The Justice Department said Apple’s refusal to help unlock the phone was just a marketing strategy.,B1
A step in the right direction.,A2
Sanders supporters booed every mention of Hillary Clinton or Tim Kaine.,B1
"The public is split on whether the nomination should have been left to Donald Trump, but a plurality want to see Neil Gorsuch confirmed.",B2
Young immigrants reminded the president of their role in the nation's success.,B1
What she has demonstrated in the current election cycle is an even higher degree of fluidity in this most singular of political communication formats. Her performance in Saturday night's debate in New Hampshire should give pause to her would-be Republican rivals. This is a woman who knows how to debate.,C1
A word of caution: Granite State voters haven't made up their minds for next week's primary.,B1
"What isn’t high on the agenda is calling out the 45th President of the United States for being ill-prepared, unfocused, and self-absorbed.",B2
The Supreme Court rejected Correll's appeal to postpone the execution.,B2
“Of course the election will not be rigged! What does that mean?!”,B1
"Introducing HuffPost’s election art project, If This Art Could Vote. Explore dozens of works of art about the 2016 presidential",B1
There was a lot of news in April 2018. See what you forgot about.,A2
The upcoming Supreme Court case will decide whether big corporations can use arbitration clauses to take away workers’ rights to band together to challenge employer wrongdoing in court.,B2
The Bush family couldn't tolerate Ted Cruz.,B1
We spent way too much time on this.,A2
Modern medicine can remedy one of these ailments more thoroughly than the other.,B2
Senate Republicans plan to insert a provision into a must-pass government funding bill that would vastly expand the amount,B2
"Since George Washington, presidential elections have permitted voters to chose individuals, based on both character and policies",B2
"A broad coalition of 45 signatories, including civil liberties, racial justice, human rights, and privacy organizations, published",B2
Former Buccaneers coach Tony Dungy challenged them to chip in with his own contribution.,B2
Will the Democratic Senate leader be able to keep his caucus together on taxes?,B2
Antitrust is the Next Big Thing in politics.,B1
"*If you have 20 years on the job, that is.",A2
Opponents say utility-built charging stations make all consumers pay for a service only a few relatively affluent people,B2
"Tucker Carlson didn't even blink at the remark as the two discussed wind turbines, but there was a gusty outcry on Twitter.",B2
"September 12th is very special day. Every year, reliably, something big happens on that day. This year is no different. The",B1
The New York Times spoke to people who were reportedly in Donald Trump’s office when the tape went public.,B2
"Sick people aren’t going to pay higher premiums, they'll just have the privilege of ""contributing"" more to the insurance pool.",C1
"SINCE HIS DEATH a few days ago, countless tributes to Muhammad Ali have brought to life the memories of his extraordinary",B2
"LAS VEGAS — The name sounded familiar, but when a worker at the Tropicana Casino and Resort saw the first public photo of",B1
HuffPost obtained a letter the experts sent today to Senate leaders McConnell and Schumer.,B1
When news hit Sunday that the Army Corps of Engineers were officially denying the permit for the Dakota Access Pipeline (DAPL,B2
"To win, Doug Jones is banking on high turnout among the state’s nearly 900,000 African-American voters, who make up 26.6 percent of the electorate.",C1
Advocates say the detention facilities are too much like prison for children.,B1
The state Ethics Commission has found probable cause to believe Robert Bentley broke ethics and campaign rules.,B2
The solution to this political problem is staring at him in the mirror.,B1
Promises? Walker is a wriggler!,B1
Lavoie didn't even realize he'd be shortchanged on the ticket until his son called to congratulate him. His son reminded,B2
"Six digits of debt are intimidating, especially when you're a single homeowner. But at 29 years old and just 15 months after buying my house, I've already paid $100,000 off my mortgage.. and I plan to pay the other $155,000 off before I turn 31.",B2
Parents and grandparents might need to work together to develop a strategy so that their student will be able to receive the gift of a college education. A 529 plan is just one piece of the puzzle when it comes to paying for college these days.,B2
"As property values across the nation are on the rise, property taxes on a primary residence are unlikely to go down without a bit of effort and knowing where to look for savings.",C1
Big banks are trying new ways to lure in affluent customers as regulations have made it tougher for them to make a fast buck,C1
"As contradictory as that may sound, renting cost 15 percent more than owning a home at the end of 2011, according to research",B1
But he warns that the final bill could vary wildly. But call a friendly island broker and you'll find that around the globe,B2
"Last fall, six U.S. banks including Bank of America, JPMorgan Chase, Citigroup, U.S. Bank, Wells Fargo and PNC were targeted",B1
"Nationwide, the cost of health care has skyrocketed. Premiums for employees rose 3.8 percent at the end of last year, and",B2
"""[Nick is] a nice young man. He's a hard worker, and he's a cancer survivor willing to give back, so he's really an exceptional",A2
"Based on his research, Kritzman, who teaches a financial engineering class at M.I.T.'s Sloan School of Business, concluded",B2
I miss that me who casually bought $32 bottles of imported olive oil to drizzle on $7 a loaf focaccia from Whole Foods.,B2
